sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
sample_40,SRX8222666_SRR11661706,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222666_SRR11661706_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222666_SRR11661706_2.fastq.gz,
sample_41,SRX8222667_SRR11661712,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222667_SRR11661712_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222667_SRR11661712_2.fastq.gz,
sample_42,SRX8222668_SRR11661705,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222668_SRR11661705_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222668_SRR11661705_2.fastq.gz,
sample_43,SRX8222669_SRR11661704,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222669_SRR11661704_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX8222669_SRR11661704_2.fastq.gz,
sample_44,SRX9002922_SRR12512402,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002922_SRR12512402_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002922_SRR12512402_2.fastq.gz,
sample_45,SRX9002923_SRR12512401,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002923_SRR12512401_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002923_SRR12512401_2.fastq.gz,
sample_46,SRX9002924_SRR12512400,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002924_SRR12512400_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002924_SRR12512400_2.fastq.gz,
sample_47,SRX9002925_SRR12512399,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002925_SRR12512399_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002925_SRR12512399_2.fastq.gz,
sample_48,SRX9002926_SRR12512398,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002926_SRR12512398_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002926_SRR12512398_2.fastq.gz,
sample_49,SRX9002927_SRR12512397,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002927_SRR12512397_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002927_SRR12512397_2.fastq.gz,
sample_50,SRX9002928_SRR12512396,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002928_SRR12512396_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002928_SRR12512396_2.fastq.gz,
sample_51,SRX9002929_SRR12512395,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002929_SRR12512395_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002929_SRR12512395_2.fastq.gz,
sample_52,SRX9002930_SRR12512394,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002930_SRR12512394_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002930_SRR12512394_2.fastq.gz,
sample_53,SRX9002931_SRR12512393,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002931_SRR12512393_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002931_SRR12512393_2.fastq.gz,
sample_54,SRX9002932_SRR12512392,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002932_SRR12512392_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002932_SRR12512392_2.fastq.gz,
sample_55,SRX9002933_SRR12512391,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002933_SRR12512391_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002933_SRR12512391_2.fastq.gz,
sample_56,SRX9002934_SRR12512390,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002934_SRR12512390_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002934_SRR12512390_2.fastq.gz,
sample_57,SRX9002935_SRR12512389,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002935_SRR12512389_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002935_SRR12512389_2.fastq.gz,
sample_58,SRX9002936_SRR12512388,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002936_SRR12512388_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002936_SRR12512388_2.fastq.gz,
sample_59,SRX9002937_SRR12512387,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002937_SRR12512387_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002937_SRR12512387_2.fastq.gz,
sample_60,SRX9002938_SRR12512386,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002938_SRR12512386_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002938_SRR12512386_2.fastq.gz,
sample_61,SRX9002939_SRR12512385,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002939_SRR12512385_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002939_SRR12512385_2.fastq.gz,
sample_62,SRX9002940_SRR12512384,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002940_SRR12512384_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002940_SRR12512384_2.fastq.gz,
sample_63,SRX9002941_SRR12512383,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002941_SRR12512383_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002941_SRR12512383_2.fastq.gz,
sample_64,SRX9002942_SRR12512382,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002942_SRR12512382_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002942_SRR12512382_2.fastq.gz,
sample_65,SRX9002943_SRR12512381,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002943_SRR12512381_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002943_SRR12512381_2.fastq.gz,
sample_66,SRX9002944_SRR12512380,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002944_SRR12512380_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002944_SRR12512380_2.fastq.gz,
sample_67,SRX9002945_SRR12512379,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002945_SRR12512379_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002945_SRR12512379_2.fastq.gz,
sample_68,SRX9002946_SRR12512378,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002946_SRR12512378_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002946_SRR12512378_2.fastq.gz,
sample_69,SRX9002947_SRR12512377,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002947_SRR12512377_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002947_SRR12512377_2.fastq.gz,
sample_70,SRX9002948_SRR12512376,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002948_SRR12512376_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002948_SRR12512376_2.fastq.gz,
sample_71,SRX9002949_SRR12512375,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002949_SRR12512375_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002949_SRR12512375_2.fastq.gz,
sample_72,SRX9002950_SRR12512374,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002950_SRR12512374_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002950_SRR12512374_2.fastq.gz,
sample_73,SRX9002951_SRR12512373,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002951_SRR12512373_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002951_SRR12512373_2.fastq.gz,
sample_74,SRX9002952_SRR12512372,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002952_SRR12512372_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002952_SRR12512372_2.fastq.gz,
sample_75,SRX9002953_SRR12512371,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002953_SRR12512371_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002953_SRR12512371_2.fastq.gz,
sample_76,SRX9002954_SRR12512370,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002954_SRR12512370_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002954_SRR12512370_2.fastq.gz,
sample_77,SRX9002955_SRR12512369,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002955_SRR12512369_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002955_SRR12512369_2.fastq.gz,
sample_78,SRX9002956_SRR12512368,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002956_SRR12512368_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002956_SRR12512368_2.fastq.gz,
sample_79,SRX9002957_SRR12512367,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002957_SRR12512367_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002957_SRR12512367_2.fastq.gz,
sample_80,SRX9002958_SRR12512366,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002958_SRR12512366_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002958_SRR12512366_2.fastq.gz,
sample_81,SRX9002959_SRR12512365,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002959_SRR12512365_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002959_SRR12512365_2.fastq.gz,
sample_82,SRX9002960_SRR12512364,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002960_SRR12512364_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002960_SRR12512364_2.fastq.gz,
sample_83,SRX9002961_SRR12512363,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002961_SRR12512363_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002961_SRR12512363_2.fastq.gz,
sample_84,SRX9002962_SRR12512362,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002962_SRR12512362_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002962_SRR12512362_2.fastq.gz,
sample_85,SRX9002963_SRR12512361,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002963_SRR12512361_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002963_SRR12512361_2.fastq.gz,
sample_86,SRX9002964_SRR12512360,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002964_SRR12512360_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002964_SRR12512360_2.fastq.gz,
sample_87,SRX9002965_SRR12512359,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002965_SRR12512359_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002965_SRR12512359_2.fastq.gz,
sample_88,SRX9002966_SRR12512358,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002966_SRR12512358_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002966_SRR12512358_2.fastq.gz,
sample_89,SRX9002967_SRR12512357,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002967_SRR12512357_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002967_SRR12512357_2.fastq.gz,
sample_90,SRX9002968_SRR12512356,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002968_SRR12512356_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002968_SRR12512356_2.fastq.gz,
sample_91,SRX9002969_SRR12512355,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002969_SRR12512355_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002969_SRR12512355_2.fastq.gz,
sample_92,SRX9002970_SRR12512354,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002970_SRR12512354_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002970_SRR12512354_2.fastq.gz,
sample_93,SRX9002971_SRR12512353,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002971_SRR12512353_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002971_SRR12512353_2.fastq.gz,
sample_94,SRX9002972_SRR12512352,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002972_SRR12512352_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002972_SRR12512352_2.fastq.gz,
sample_95,SRX9002973_SRR12512351,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002973_SRR12512351_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002973_SRR12512351_2.fastq.gz,
sample_96,SRX9002974_SRR12512350,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002974_SRR12512350_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002974_SRR12512350_2.fastq.gz,
sample_97,SRX9002975_SRR12512349,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002975_SRR12512349_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002975_SRR12512349_2.fastq.gz,
sample_98,SRX9002976_SRR12512348,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002976_SRR12512348_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002976_SRR12512348_2.fastq.gz,
sample_99,SRX9002977_SRR12512347,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002977_SRR12512347_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002977_SRR12512347_2.fastq.gz,
sample_100,SRX9002978_SRR12512346,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002978_SRR12512346_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002978_SRR12512346_2.fastq.gz,
sample_101,SRX9002979_SRR12512345,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002979_SRR12512345_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002979_SRR12512345_2.fastq.gz,
sample_102,SRX9002980_SRR12512344,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002980_SRR12512344_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002980_SRR12512344_2.fastq.gz,
sample_103,SRX9002981_SRR12512343,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002981_SRR12512343_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002981_SRR12512343_2.fastq.gz,
sample_104,SRX9002982_SRR12512342,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002982_SRR12512342_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002982_SRR12512342_2.fastq.gz,
sample_105,SRX9002983_SRR12512341,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002983_SRR12512341_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002983_SRR12512341_2.fastq.gz,
sample_106,SRX9002984_SRR12512340,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002984_SRR12512340_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002984_SRR12512340_2.fastq.gz,
sample_107,SRX9002985_SRR12512339,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002985_SRR12512339_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002985_SRR12512339_2.fastq.gz,
sample_108,SRX9002986_SRR12512338,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002986_SRR12512338_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002986_SRR12512338_2.fastq.gz,
sample_109,SRX9002987_SRR12512337,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002987_SRR12512337_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002987_SRR12512337_2.fastq.gz,
sample_110,SRX9002988_SRR12512336,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002988_SRR12512336_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002988_SRR12512336_2.fastq.gz,
sample_111,SRX9002989_SRR12512335,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002989_SRR12512335_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002989_SRR12512335_2.fastq.gz,
sample_112,SRX9002990_SRR12512334,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002990_SRR12512334_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002990_SRR12512334_2.fastq.gz,
sample_113,SRX9002991_SRR12512333,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002991_SRR12512333_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002991_SRR12512333_2.fastq.gz,
sample_114,SRX9002992_SRR12512332,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002992_SRR12512332_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002992_SRR12512332_2.fastq.gz,
sample_115,SRX9002993_SRR12512331,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002993_SRR12512331_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002993_SRR12512331_2.fastq.gz,
sample_116,SRX9002994_SRR12512330,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002994_SRR12512330_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002994_SRR12512330_2.fastq.gz,
sample_117,SRX9002995_SRR12512329,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002995_SRR12512329_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002995_SRR12512329_2.fastq.gz,
sample_118,SRX9002996_SRR12512328,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002996_SRR12512328_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002996_SRR12512328_2.fastq.gz,
sample_119,SRX9002997_SRR12512327,ILLUMINA,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002997_SRR12512327_1.fastq.gz,/project/60006/mdprieto/raw_data/cf_seed/ncfb_data/fastq/SRX9002997_SRR12512327_2.fastq.gz,
