taxonomy_id	name	rank	lineage	CF_03_pe_SRX5286929_SRR8482188_k2_db.bracken	CF_07_pe_SRX5286933_SRR8482184_k2_db.bracken	CF_01_pe_SRX5286927_SRR8482190_k2_db.bracken	CF_05_pe_SRX5286931_SRR8482186_k2_db.bracken	CF_06_pe_SRX5286932_SRR8482185_k2_db.bracken	CF_02_pe_SRX5286928_SRR8482189_k2_db.bracken	CF_04_pe_SRX5286930_SRR8482187_k2_db.bracken	CF_08_pe_SRX5286934_SRR8482183_k2_db.bracken	CF_10_pe_SRX5286936_SRR8482181_k2_db.bracken	CF_09_pe_SRX5286935_SRR8482182_k2_db.bracken	CF_15_pe_SRX5286941_SRR8482176_k2_db.bracken	CF_16_pe_SRX5286942_SRR8482175_k2_db.bracken	CF_12_pe_SRX5286938_SRR8482179_k2_db.bracken	CF_14_pe_SRX5286940_SRR8482177_k2_db.bracken	CF_13_pe_SRX5286939_SRR8482178_k2_db.bracken	CF_11_pe_SRX5286937_SRR8482180_k2_db.bracken	CF_22_pe_SRX5286948_SRR8482169_k2_db.bracken	CF_20_pe_SRX5286946_SRR8482171_k2_db.bracken	CF_19_pe_SRX5286945_SRR8482172_k2_db.bracken	CF_18_pe_SRX5286944_SRR8482152_k2_db.bracken	CF_23_pe_SRX5286949_SRR8482168_k2_db.bracken	CF_17_pe_SRX5286943_SRR8482174_k2_db.bracken	CF_28_pe_SRX5286954_SRR8482163_k2_db.bracken	CF_26_pe_SRX5286952_SRR8482165_k2_db.bracken	CF_25_pe_SRX5286951_SRR8482166_k2_db.bracken	CF_24_pe_SRX5286950_SRR8482167_k2_db.bracken	CF_21_pe_SRX5286947_SRR8482170_k2_db.bracken	CF_27_pe_SRX5286953_SRR8482164_k2_db.bracken	CF_33_pe_SRX5286959_SRR8482158_k2_db.bracken	CF_30_pe_SRX5286956_SRR8482161_k2_db.bracken	CF_34_pe_SRX5286960_SRR8482157_k2_db.bracken	CF_29_pe_SRX5286955_SRR8482162_k2_db.bracken	CF_31_pe_SRX5286957_SRR8482160_k2_db.bracken	CF_32_pe_SRX5286958_SRR8482159_k2_db.bracken	CF_39_pe_SRX5286965_SRR8482151_k2_db.bracken	CF_38_pe_SRX5286964_SRR8482153_k2_db.bracken	CF_35_pe_SRX5286961_SRR8482156_k2_db.bracken	CF_36_pe_SRX5286962_SRR8482155_k2_db.bracken	CF_40_pe_SRX5286966_SRR8482150_k2_db.bracken	CF_41_pe_SRX5286967_SRR8482149_k2_db.bracken	CF_37_pe_SRX5286963_SRR8482154_k2_db.bracken	CF_47_pe_SRX5286973_SRR8482143_k2_db.bracken	CF_42_pe_SRX5286968_SRR8482148_k2_db.bracken	CF_44_pe_SRX5286970_SRR8482146_k2_db.bracken	CF_43_pe_SRX5286969_SRR8482147_k2_db.bracken	CF_45_pe_SRX5286971_SRR8482145_k2_db.bracken	CF_46_pe_SRX5286972_SRR8482144_k2_db.bracken	CF_53_pe_SRX5286979_SRR8482137_k2_db.bracken	CF_48_pe_SRX5286974_SRR8482142_k2_db.bracken	CF_55_pe_SRX5286981_SRR8482135_k2_db.bracken	CF_54_pe_SRX5286980_SRR8482136_k2_db.bracken	CF_49_pe_SRX5286975_SRR8482141_k2_db.bracken	CF_51_pe_SRX5286977_SRR8482139_k2_db.bracken	CF_50_pe_SRX5286976_SRR8482140_k2_db.bracken	CF_52_pe_SRX5286978_SRR8482138_k2_db.bracken	CF_61_pe_SRX5286987_SRR8482129_k2_db.bracken	CF_60_pe_SRX5286986_SRR8482130_k2_db.bracken	CF_62_pe_SRX5286988_SRR8482128_k2_db.bracken	CF_57_pe_SRX5286983_SRR8482133_k2_db.bracken	CF_58_pe_SRX5286984_SRR8482132_k2_db.bracken	CF_67_pe_SRX5286993_SRR8482123_k2_db.bracken	CF_66_pe_SRX5286992_SRR8482124_k2_db.bracken	CF_70_pe_SRX5286996_SRR8482120_k2_db.bracken	CF_69_pe_SRX5286995_SRR8482121_k2_db.bracken	CF_59_pe_SRX5286985_SRR8482131_k2_db.bracken	CF_63_pe_SRX5286989_SRR8482127_k2_db.bracken	CF_72_pe_SRX5286998_SRR8482118_k2_db.bracken	CF_71_pe_SRX5286997_SRR8482119_k2_db.bracken	CF_68_pe_SRX5286994_SRR8482122_k2_db.bracken	CF_56_pe_SRX5286982_SRR8482134_k2_db.bracken	CF_73_pe_SRX5286999_SRR8482117_k2_db.bracken	CF_75_pe_SRX5287001_SRR8482115_k2_db.bracken	CF_74_pe_SRX5287000_SRR8482116_k2_db.bracken	CF_65_pe_SRX5286991_SRR8482125_k2_db.bracken	CF_76_pe_SRX5287002_SRR8482114_k2_db.bracken	CF_79_pe_SRX5287005_SRR8482173_k2_db.bracken	CF_64_pe_SRX5286990_SRR8482126_k2_db.bracken	CF_77_pe_SRX5287003_SRR8482113_k2_db.bracken	CF_78_pe_SRX5287004_SRR8482112_k2_db.bracken
2679994	Mannheimia pernigra	species	Mannheimia pernigra;Mannheimia;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111844	Mannheimia pernigra	species	Mannheimia pernigra;Mannheimia;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	61
760	Pasteurella stomatis	species	Pasteurella stomatis;Pasteurella;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
753	Pasteurella canis	species	Pasteurella canis;Pasteurella;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	19	0	0	0	12	10	17	0	162
754	Pasteurella dagmatis	species	Pasteurella dagmatis;Pasteurella;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2911526	Avibacterium sp. 20-132	species	Avibacterium sp. 20-132;unclassified Avibacterium;Avibacterium;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
762	Avibacterium volantium	species	Avibacterium volantium;Avibacterium;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	20	114	0	0	0	0	0	0	0	0	0	0	12
731	Histophilus somni	species	Histophilus somni;Histophilus;Pasteurellaceae;Pasteurellales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	19	0	0	0	0	0	0	0	0	35	36	0	36
2743	Marinobacter nauticus	species	Marinobacter nauticus;Marinobacter;Marinobacteraceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2579935	Jejubacter calystegiae	species	Jejubacter calystegiae;Jejubacter;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0
180957	Pectobacterium brasiliense	species	Pectobacterium brasiliense;Pectobacterium;Pectobacteriaceae;Enterobacterales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	27	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556	Dickeya chrysanthemi	species	Dickeya chrysanthemi;Dickeya;Pectobacteriaceae;Enterobacterales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
93378	Edwardsiella hoshinae	species	Edwardsiella hoshinae;Edwardsiella;Hafniaceae;Enterobacterales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
569	Hafnia alvei	species	Hafnia alvei;Hafnia;Hafniaceae;Enterobacterales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
668	Aliivibrio fischeri	species	Aliivibrio fischeri;Aliivibrio;Vibrionaceae;Vibrionales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	0	0	0
2814294	Shewanella avicenniae	species	Shewanella avicenniae;Shewanella;Shewanellaceae;Alteromonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2066133	Marinomonas sp. CT5	species	Marinomonas sp. CT5;unclassified Marinomonas;Marinomonas;Oceanospirillaceae;Oceanospirillales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1821621	Marinobacterium aestuarii	species	Marinobacterium aestuarii;Marinobacterium;Oceanospirillaceae;Oceanospirillales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2771436	Thermomonas sp. XSG	species	Thermomonas sp. XSG;unclassified Thermomonas;Thermomonas;Xanthomonadaceae;Xanthomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
650	Aeromonas jandaei	species	Aeromonas jandaei;Aeromonas;Aeromonadaceae;Aeromonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	16	0	0	0
521689	Thiocapsa bogorovii	species	Thiocapsa bogorovii;Thiocapsa;Chromatiaceae;Chromatiales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	10	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	23	0	0	0	0	0	0	0	30	0
1049	Allochromatium vinosum	species	Allochromatium vinosum;Allochromatium;Chromatiaceae;Chromatiales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	18	0	0	0
1395624	Francisella sp. LA112445	species	Francisella sp. LA112445;unclassified Francisella;Francisella;Francisellaceae;Thiotrichales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	species	Bathymodiolus thermophilus thioautotrophic gill symbiont;sulfur-oxidizing symbionts;Gammaproteobacteria incertae sedis;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
2912675	Neisseria sp. Dent CA1/247	species	Neisseria sp. Dent CA1/247;unclassified Neisseria;Neisseria;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	17	0	35	48	32	0	15	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	146	0	23	0	0	0	146	370	0	0	0	26	0	0	0
1931275	Neisseria dumasiana	species	Neisseria dumasiana;Neisseria;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	31	56	82	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	217	0	20	0	0	0	151	371	0	0	0	36	0	0	10
493	Neisseria canis	species	Neisseria canis;Neisseria;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	35	37	68	0	15	0	0	0	0	0	0	0	0	21	18	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	242	0	22	0	0	0	111	206	0	0	0	20	0	0	0
326523	Neisseria zoodegmatis	species	Neisseria zoodegmatis;Neisseria;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	20	27	17	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	17	0	0	0	147	306	0	0	0	25	0	0	0
2917790	Wielerella bovis	species	Wielerella bovis;Wielerella;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	12	0	0	0	11	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	80	62	0	0	0	22	0	0	0
153493	Conchiformibius steedae	species	Conchiformibius steedae;Conchiformibius;Neisseriaceae;Neisseriales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	11	0	0	0	60	0	0	17
1855646	Polynucleobacter sp. UB-Siik-W21	species	Polynucleobacter sp. UB-Siik-W21;unclassified Polynucleobacter;Polynucleobacter;Burkholderiaceae;Burkholderiales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707785	Massilia sp. WG5	species	Massilia sp. WG5;unclassified Massilia;Massilia;Massilia group;Oxalobacteraceae;Burkholderiales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	54	0
105560	Methylibium petroleiphilum	species	Methylibium petroleiphilum;Methylibium;Sphaerotilaceae;Burkholderiales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20	0	0	46	0
2494234	Sutterella megalosphaeroides	species	Sutterella megalosphaeroides;Sutterella;Sutterellaceae;Burkholderiales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	120	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134435	Thauera humireducens	species	Thauera humireducens;Thauera;Zoogloeaceae;Rhodocyclales;Betaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	19	0
2613773	Sinorhizobium sp. BG8	species	Sinorhizobium sp. BG8;unclassified Sinorhizobium;Sinorhizobium;Sinorhizobium/Ensifer group;Rhizobiaceae;Hyphomicrobiales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	42	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	35	0
2725558	Parasphingorhabdus halotolerans	species	Parasphingorhabdus halotolerans;Parasphingorhabdus;Sphingomonadaceae;Sphingomonadales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2185142	Altererythrobacter sp. ZODW24	species	Altererythrobacter sp. ZODW24;unclassified Altererythrobacter;Altererythrobacter;Erythrobacteraceae;Sphingomonadales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
2613965	Pseudopuniceibacterium antarcticum	species	Pseudopuniceibacterium antarcticum;Pseudopuniceibacterium;Paracoccaceae;Rhodobacterales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
2692330	Falsirhodobacter sp. PG104	species	Falsirhodobacter sp. PG104;unclassified Falsirhodobacter;Falsirhodobacter;Paracoccaceae;Rhodobacterales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
2823043	Roseovarius sp. SCSIO 43702	species	Roseovarius sp. SCSIO 43702;unclassified Roseovarius;Roseovarius;Roseobacteraceae;Rhodobacterales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	13	0	0	0	0	0	0	0	0	14	0
1076596	Acetobacter persici	species	Acetobacter persici;Acetobacter;Acetobacteraceae;Rhodospirillales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	18	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	22	0	0
2563896	Candidatus Pelagibacter giovannonii	species	Candidatus Pelagibacter giovannonii;Candidatus Pelagibacter;Pelagibacteraceae;Candidatus Pelagibacterales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2043170	Paremcibacter congregatus	species	Paremcibacter congregatus;Paremcibacter;Emcibacteraceae;Emcibacterales;Alphaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2505970	Campylobacter armoricus	species	Campylobacter armoricus;Campylobacter;Campylobacteraceae;Campylobacterales;Epsilonproteobacteria;Campylobacterota;Bacteria;cellular organisms;root	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
