taxonomy_id	name	rank	lineage	CF_03_pe_SRX5286929_SRR8482188_k2_db.bracken	CF_07_pe_SRX5286933_SRR8482184_k2_db.bracken	CF_01_pe_SRX5286927_SRR8482190_k2_db.bracken	CF_05_pe_SRX5286931_SRR8482186_k2_db.bracken	CF_06_pe_SRX5286932_SRR8482185_k2_db.bracken	CF_02_pe_SRX5286928_SRR8482189_k2_db.bracken	CF_04_pe_SRX5286930_SRR8482187_k2_db.bracken	CF_08_pe_SRX5286934_SRR8482183_k2_db.bracken	CF_10_pe_SRX5286936_SRR8482181_k2_db.bracken	CF_09_pe_SRX5286935_SRR8482182_k2_db.bracken	CF_15_pe_SRX5286941_SRR8482176_k2_db.bracken	CF_16_pe_SRX5286942_SRR8482175_k2_db.bracken	CF_12_pe_SRX5286938_SRR8482179_k2_db.bracken	CF_14_pe_SRX5286940_SRR8482177_k2_db.bracken	CF_13_pe_SRX5286939_SRR8482178_k2_db.bracken	CF_11_pe_SRX5286937_SRR8482180_k2_db.bracken	CF_22_pe_SRX5286948_SRR8482169_k2_db.bracken	CF_20_pe_SRX5286946_SRR8482171_k2_db.bracken	CF_19_pe_SRX5286945_SRR8482172_k2_db.bracken	CF_18_pe_SRX5286944_SRR8482152_k2_db.bracken	CF_23_pe_SRX5286949_SRR8482168_k2_db.bracken	CF_17_pe_SRX5286943_SRR8482174_k2_db.bracken	CF_28_pe_SRX5286954_SRR8482163_k2_db.bracken	CF_26_pe_SRX5286952_SRR8482165_k2_db.bracken	CF_25_pe_SRX5286951_SRR8482166_k2_db.bracken	CF_24_pe_SRX5286950_SRR8482167_k2_db.bracken	CF_21_pe_SRX5286947_SRR8482170_k2_db.bracken	CF_27_pe_SRX5286953_SRR8482164_k2_db.bracken	CF_33_pe_SRX5286959_SRR8482158_k2_db.bracken	CF_30_pe_SRX5286956_SRR8482161_k2_db.bracken	CF_34_pe_SRX5286960_SRR8482157_k2_db.bracken	CF_29_pe_SRX5286955_SRR8482162_k2_db.bracken	CF_31_pe_SRX5286957_SRR8482160_k2_db.bracken	CF_32_pe_SRX5286958_SRR8482159_k2_db.bracken	CF_39_pe_SRX5286965_SRR8482151_k2_db.bracken	CF_38_pe_SRX5286964_SRR8482153_k2_db.bracken	CF_35_pe_SRX5286961_SRR8482156_k2_db.bracken	CF_36_pe_SRX5286962_SRR8482155_k2_db.bracken	CF_40_pe_SRX5286966_SRR8482150_k2_db.bracken	CF_41_pe_SRX5286967_SRR8482149_k2_db.bracken	CF_37_pe_SRX5286963_SRR8482154_k2_db.bracken	CF_47_pe_SRX5286973_SRR8482143_k2_db.bracken	CF_42_pe_SRX5286968_SRR8482148_k2_db.bracken	CF_44_pe_SRX5286970_SRR8482146_k2_db.bracken	CF_43_pe_SRX5286969_SRR8482147_k2_db.bracken	CF_45_pe_SRX5286971_SRR8482145_k2_db.bracken	CF_46_pe_SRX5286972_SRR8482144_k2_db.bracken	CF_53_pe_SRX5286979_SRR8482137_k2_db.bracken	CF_48_pe_SRX5286974_SRR8482142_k2_db.bracken	CF_55_pe_SRX5286981_SRR8482135_k2_db.bracken	CF_54_pe_SRX5286980_SRR8482136_k2_db.bracken	CF_49_pe_SRX5286975_SRR8482141_k2_db.bracken	CF_51_pe_SRX5286977_SRR8482139_k2_db.bracken	CF_50_pe_SRX5286976_SRR8482140_k2_db.bracken	CF_52_pe_SRX5286978_SRR8482138_k2_db.bracken	CF_61_pe_SRX5286987_SRR8482129_k2_db.bracken	CF_60_pe_SRX5286986_SRR8482130_k2_db.bracken	CF_62_pe_SRX5286988_SRR8482128_k2_db.bracken	CF_57_pe_SRX5286983_SRR8482133_k2_db.bracken	CF_58_pe_SRX5286984_SRR8482132_k2_db.bracken	CF_67_pe_SRX5286993_SRR8482123_k2_db.bracken	CF_66_pe_SRX5286992_SRR8482124_k2_db.bracken	CF_70_pe_SRX5286996_SRR8482120_k2_db.bracken	CF_69_pe_SRX5286995_SRR8482121_k2_db.bracken	CF_59_pe_SRX5286985_SRR8482131_k2_db.bracken	CF_63_pe_SRX5286989_SRR8482127_k2_db.bracken	CF_72_pe_SRX5286998_SRR8482118_k2_db.bracken	CF_71_pe_SRX5286997_SRR8482119_k2_db.bracken	CF_68_pe_SRX5286994_SRR8482122_k2_db.bracken	CF_56_pe_SRX5286982_SRR8482134_k2_db.bracken	CF_73_pe_SRX5286999_SRR8482117_k2_db.bracken	CF_75_pe_SRX5287001_SRR8482115_k2_db.bracken	CF_74_pe_SRX5287000_SRR8482116_k2_db.bracken	CF_65_pe_SRX5286991_SRR8482125_k2_db.bracken	CF_76_pe_SRX5287002_SRR8482114_k2_db.bracken	CF_79_pe_SRX5287005_SRR8482173_k2_db.bracken	CF_64_pe_SRX5286990_SRR8482126_k2_db.bracken	CF_77_pe_SRX5287003_SRR8482113_k2_db.bracken	CF_78_pe_SRX5287004_SRR8482112_k2_db.bracken
287	Pseudomonas aeruginosa	species	Pseudomonas aeruginosa;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	323319	1154375	830030	162523	483689	94007	149250	322051	415660	104910	330002	120691	175072	7127	704587	17177	43833	305865	13190	298074	51044	256518	3381	681073	70999	5690	63984	215638	2677982	207197	15107	437689	315013	474712	424513	1028042	73141	282137	348345	6109	307121	335	254925	257	144501	17362	853	21973	31626	10907	11773	428734	35466	6025	85071	33359	146332	967960	105	1049219	491111	532612	30630	0	346005	266441	103142	65525	2416	75758	199937	194469	105625	402	100274	125832	1716007	39945	312650
53408	Pseudomonas citronellolis	species	Pseudomonas citronellolis;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	37	127	425	17	76	51	59	39	55	12	71	30	25	0	122	17	0	31	0	55	0	50	0	126	44	0	0	20	364	26	0	31	20	78	544	1251	0	29	54	0	31	0	32	0	14	72	0	0	0	0	0	78	0	0	13	0	19	135	0	184	34	43	0	0	25	0	17	0	0	0	22	327	182	0	23	16	247	31	21
300	Pseudomonas mendocina	species	Pseudomonas mendocina;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	27	74	74	0	49	16	0	18	41	0	18	22	0	0	77	0	0	12	0	32	17	45	0	188	27	0	0	12	301	15	0	15	29	38	25	53	0	60	30	0	42	0	50	0	23	0	0	0	13	22	30	60	0	0	0	0	0	139	0	167	21	52	14	0	15	11	0	0	0	0	18	23	0	0	18	23	103	114	345
2994495	Pseudomonas paraeruginosa	species	Pseudomonas paraeruginosa;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	82	179	2721	0	132	287	385	99	115	181	82	0	73	0	2945	0	0	103	0	68	0	127	0	331	0	0	0	0	677	0	0	55	742	136	0	132	0	105	87	0	86	0	179	0	111	0	0	0	311	134	0	1728	0	0	0	0	149	403	0	381	103	1108	0	0	56	755	0	0	0	0	52	0	0	0	82	0	378	0	1084
1149133	Pseudomonas furukawaii	species	Pseudomonas furukawaii;Pseudomonas oleovorans/pseudoalcaligenes group;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	17	41	94	0	26	0	0	11	27	0	15	0	0	0	237	0	0	25	0	14	0	10	0	37	0	0	0	12	197	10	0	17	15	31	22	40	0	16	0	0	24	0	21	0	13	0	0	0	12	0	0	111	0	0	0	0	44	61	0	83	24	45	11	0	12	0	0	0	0	0	18	12	0	0	0	0	63	36	11
43263	Pseudomonas alcaligenes	species	Pseudomonas alcaligenes;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	15	63	85	13	27	0	10	33	53	0	25	13	14	0	87	22	0	36	0	28	0	28	0	73	12	0	10	18	301	17	0	26	21	34	23	66	0	38	32	0	32	0	35	0	20	84	0	0	0	0	0	64	0	0	0	0	0	154	0	205	23	42	0	0	14	13	11	0	0	0	37	20	0	0	18	33	91	66	0
53412	Pseudomonas resinovorans	species	Pseudomonas resinovorans;Pseudomonas aeruginosa group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	15	42	52	12	35	0	0	11	20	0	15	0	0	0	63	0	0	19	0	10	0	0	0	50	19	0	0	0	128	10	0	18	16	22	27	61	0	0	12	0	15	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	72	0	84	29	31	0	0	0	11	0	0	0	0	0	20	16	0	0	0	49	12	0
2320270	Pseudomonas sp. DG56-2	species	Pseudomonas sp. DG56-2;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	145	462	0	40	254	0	0	111	0	0	0	0	99	0	0	0	0	100	0	0	0	0	0	13	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
2654238	Pseudomonas sp. DTU12.1	species	Pseudomonas sp. DTU12.1;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	119	412	0	85	290	0	0	144	0	0	0	0	91	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2974552	Pseudomonas sp. GCEP-101	species	Pseudomonas sp. GCEP-101;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	35	100	94	15	67	0	12	31	70	0	25	10	13	0	64	0	0	40	0	30	0	40	0	83	0	0	0	32	365	21	0	47	22	27	33	56	0	43	23	0	39	0	40	0	27	0	0	0	0	0	0	48	0	0	0	0	33	169	0	189	35	44	0	0	19	0	0	0	0	0	22	15	0	0	0	0	74	17	0
2866282	Pseudomonas sp. PS1(2021)	species	Pseudomonas sp. PS1(2021);unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	267	656	889	104	314	0	132	222	181	0	1204	465	107	0	2007	0	0	205	0	965	0	654	0	870	0	0	0	190	1662	164	0	428	193	340	187	680	88	344	1162	0	169	0	218	0	90	0	0	0	140	0	0	786	0	0	0	0	214	636	0	681	71	227	0	0	266	258	153	89	0	0	149	109	0	0	0	101	2046	0	130
1294143	Pseudomonas sp. ATCC 13867	species	Pseudomonas sp. ATCC 13867;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	27	113	122	17	60	0	12	34	104	42	24	14	14	0	73	13	0	41	0	19	18	25	0	79	46	0	0	20	547	32	0	41	48	56	427	808	28	51	18	0	73	0	75	0	36	14	0	0	0	0	0	60	0	0	0	0	0	335	0	331	23	71	0	0	33	39	26	23	0	22	32	243	156	0	20	17	158	16	11
2811422	Pseudomonas sp. PDNC002	species	Pseudomonas sp. PDNC002;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	21	72	42	0	28	11	0	33	69	0	26	10	10	0	86	0	0	26	0	25	0	26	0	56	13	0	0	45	389	33	0	46	39	39	31	53	0	39	28	0	35	0	44	0	16	0	0	0	0	0	0	73	0	0	0	0	0	158	0	156	29	60	0	0	48	34	0	0	0	0	26	12	12	0	0	0	154	0	27
2653853	Pseudomonas sp. SCB32	species	Pseudomonas sp. SCB32;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	20	76	65	11	37	18	10	22	110	18	20	0	16	0	24	0	0	26	0	23	0	20	0	45	0	0	0	0	700	21	0	18	37	35	12	42	0	20	24	0	79	0	37	0	21	11	0	0	0	0	0	34	0	0	0	0	16	371	0	411	25	40	14	0	17	18	20	16	0	0	22	17	0	0	12	0	76	11	0
1856685	Pseudomonas sp. TCU-HL1	species	Pseudomonas sp. TCU-HL1;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	19	55	69	0	35	0	0	17	125	0	14	0	0	0	170	0	0	20	0	0	0	12	0	70	0	0	0	0	696	12	0	0	12	19	15	41	0	26	0	0	97	0	41	0	16	0	0	0	0	0	0	118	0	0	0	0	0	454	0	480	14	45	0	0	0	0	0	0	0	0	0	18	0	0	0	0	47	15	11
1357074	Pseudomonas sp. LS44	species	Pseudomonas sp. LS44;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	18	74	32	10	33	0	0	20	10	0	0	0	14	0	29	0	0	15	0	0	12	0	0	37	0	0	0	0	51	0	0	0	0	12	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	34	0	34	11	13	0	0	17	0	0	0	0	0	0	0	0	0	0	0	27	18	0
306	Pseudomonas sp.	species	Pseudomonas sp.;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	15	45	16	0	38	0	0	0	13	0	0	0	0	0	38	0	0	25	0	0	0	0	0	36	11	0	0	0	34	0	0	0	0	13	0	16	0	0	13	0	11	0	18	0	0	0	0	0	0	0	0	16	0	0	0	0	0	26	0	24	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	25	0
2749807	Pseudomonas sp. Y39-6	species	Pseudomonas sp. Y39-6;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	42	124	0	0	70	0	0	29	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2748080	Pseudomonas sp. ABC1	species	Pseudomonas sp. ABC1;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	13	83	54	14	38	0	0	16	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	15	0	0	0	0	40	0	0	0	0	13	11	19	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	18	0	0	0	0	0	30	0	32	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
1755504	Pseudomonas sp. DY-1	species	Pseudomonas sp. DY-1;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	13	33	45	0	19	0	0	14	29	0	11	0	0	0	116	0	0	13	0	13	10	16	0	38	10	0	0	0	123	12	0	16	13	22	22	25	0	31	10	0	18	0	29	0	24	0	0	0	0	0	0	93	0	0	0	0	0	64	0	77	12	18	0	0	10	10	0	0	0	0	16	14	0	0	0	11	35	0	0
2705472	Pseudomonas sp. MTM4	species	Pseudomonas sp. MTM4;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	13	19	60	0	24	0	0	0	0	0	11	0	0	0	25	0	0	22	0	0	0	0	0	12	0	0	0	0	29	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	25	0	19	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	24	29	0
2895485	Pseudomonas sp. B21-036	species	Pseudomonas sp. B21-036;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	20	77	127	0	36	37	59	22	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
2731552	Pseudomonas solani	species	Pseudomonas solani;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	13	38	30	0	24	0	0	17	32	0	30	0	0	0	79	0	0	13	0	22	0	18	0	45	0	0	0	20	143	28	0	33	17	41	13	41	0	16	27	0	26	0	12	0	0	0	0	0	0	0	0	54	0	0	0	0	0	73	0	81	20	31	0	0	26	21	0	0	0	0	20	13	0	0	0	0	80	20	0
2049589	Pseudomonas sp. HLS-6	species	Pseudomonas sp. HLS-6;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	12	18	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	14	0	14	0	0	0	14	0	0	0	0	78	0	0	0	0	0	0	12	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	23	58	0	76	0	14	28	0	0	0	0	0	17	0	0	0	0	0	0	0	13	13	0
2545800	Pseudomonas sp. FDAARGOS_761	species	Pseudomonas sp. FDAARGOS_761;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	117	410	514	0	187	0	0	128	627	105	318	0	0	0	865	110	0	184	0	281	172	228	0	1962	247	0	0	0	4771	121	0	230	427	127	143	299	0	1310	308	0	460	0	1085	0	815	0	0	0	0	0	0	603	0	0	0	0	707	1300	0	1564	50	510	0	0	96	260	0	0	0	0	164	0	0	0	0	0	702	0	128
2614442	Pseudomonas sp. LPB0260	species	Pseudomonas sp. LPB0260;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	11	35	76	0	22	0	0	11	13	0	0	0	0	0	17	0	0	20	0	18	0	0	0	48	10	0	0	0	95	0	0	0	0	17	16	26	0	0	10	0	10	0	15	0	10	0	0	0	0	0	0	31	0	0	0	0	12	45	0	43	0	15	0	0	12	11	0	0	0	0	11	11	0	0	0	0	48	0	11
2083055	Pseudomonas sp. LH1G9	species	Pseudomonas sp. LH1G9;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2861775	Pseudomonas sp. YeP6b	species	Pseudomonas sp. YeP6b;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	45	99	119	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2874628	Pseudomonas sp. p1(2021b)	species	Pseudomonas sp. p1(2021b);unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	11	22	19	0	0	0	0	0	32	0	0	0	0	0	42	0	0	0	0	0	0	0	0	31	0	0	0	0	172	0	0	0	23	0	0	13	0	0	0	0	19	0	21	0	0	0	0	0	0	0	0	33	0	0	0	0	0	96	0	94	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	21	28	0
2815936	Pseudomonas sp. PP3	species	Pseudomonas sp. PP3;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	10	24	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
2883205	Pseudomonas sp. L5B5	species	Pseudomonas sp. L5B5;unclassified Pseudomonas;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	10	30	17	0	0	0	0	12	12	0	0	0	0	0	33	0	0	0	0	0	0	0	0	25	67	0	0	0	65	0	0	0	0	0	11	19	0	0	0	0	12	0	16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	28	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
294	Pseudomonas fluorescens	species	Pseudomonas fluorescens;Pseudomonas fluorescens group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	105	339	371	65	176	98	62	109	141	17	105	50	57	15	215	38	23	136	0	92	24	83	18	250	68	0	36	83	691	61	0	139	69	464	107	294	32	84	88	0	73	0	97	0	70	122	0	0	15	0	0	174	0	0	44	0	55	344	0	339	185	165	63	0	83	66	72	38	0	16	77	53	28	0	43	91	1625	355	57
380021	Pseudomonas protegens	species	Pseudomonas protegens;Pseudomonas chlororaphis group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	32	77	53	18	34	0	0	31	25	0	16	0	26	0	81	0	0	43	0	21	0	27	18	82	46	0	0	14	145	0	0	17	21	1014	51	66	0	39	0	0	0	0	65	0	25	28	0	0	0	0	0	66	0	0	0	0	0	56	0	45	14	30	0	0	16	0	0	0	0	0	0	13	0	0	14	17	62	38	0
76758	Pseudomonas orientalis	species	Pseudomonas orientalis;Pseudomonas fluorescens group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	21	37	24	0	27	0	0	14	0	0	0	0	14	0	28	0	0	19	0	0	20	0	0	41	15	0	0	19	43	18	0	19	0	11	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	23	0	45	0	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	16	31	0
29442	Pseudomonas tolaasii	species	Pseudomonas tolaasii;Pseudomonas fluorescens group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	12	21	13	0	17	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	Pseudomonas putida	species	Pseudomonas putida;Pseudomonas putida group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	178	460	365	89	301	68	35	155	171	28	114	86	115	31	4114	135	0	179	0	138	75	152	30	320	92	0	32	58	1082	86	0	138	96	159	120	298	25	139	141	0	115	0	180	0	99	174	0	0	495	0	0	2229	0	0	25	0	68	455	0	514	88	229	114	0	101	85	62	207	24	34	99	60	42	0	67	126	358	1064	69
47880	Pseudomonas fulva	species	Pseudomonas fulva;Pseudomonas putida group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	26	71	89	0	43	15	0	20	43	0	24	0	0	0	56	0	0	16	0	18	0	0	0	64	0	0	0	0	228	0	0	27	22	27	36	57	0	28	0	0	30	0	23	0	15	19	0	0	0	0	0	44	0	0	0	0	0	92	0	121	12	37	0	0	0	0	0	0	0	0	25	29	0	0	23	14	69	69	17
47877	Pseudomonas amygdali	species	Pseudomonas amygdali;Pseudomonas syringae group genomosp. 2;Pseudomonas syringae group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	30	114	56	0	85	0	0	26	0	0	0	0	0	0	0	0	0	58	0	0	49	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33069	Pseudomonas viridiflava	species	Pseudomonas viridiflava;Pseudomonas syringae group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	12	20	46	0	17	10	0	0	31	0	0	0	0	0	14	65	0	0	0	0	32	0	0	12	13	0	0	0	222	0	0	15	0	0	10	21	0	10	0	0	22	0	18	0	0	65	0	0	0	0	0	18	0	0	0	0	0	116	0	92	13	13	15	0	0	0	0	0	0	17	19	0	0	0	0	24	42	16	0
317	Pseudomonas syringae	species	Pseudomonas syringae;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	12	44	104	24	16	44	0	0	61	0	26	0	0	0	206	91	0	21	25	29	0	25	0	71	30	0	0	0	292	0	0	33	0	35	36	76	0	64	0	0	23	0	51	0	60	93	0	0	0	0	0	116	0	0	0	0	0	137	0	149	26	88	74	0	77	0	0	38	16	0	34	0	0	0	56	52	99	102	36
65741	Pseudomonas knackmussii	species	Pseudomonas knackmussii;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	44	145	134	28	58	17	18	34	79	14	76	29	33	0	207	0	0	55	0	86	0	98	0	128	22	0	0	50	467	29	0	67	33	71	57	115	0	28	70	0	60	0	33	0	33	85	0	0	0	0	0	134	0	0	15	0	13	145	0	191	47	71	43	0	51	18	16	0	0	0	30	38	11	0	31	23	196	80	19
587753	Pseudomonas chlororaphis	species	Pseudomonas chlororaphis;Pseudomonas chlororaphis group;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Pseudomonadota;Bacteria;cellular organisms;root	42	149	155	0	76	16	13	43	61	53	119	61	36	0	122	0	0	59	21	111	24	88	0	209	33	0	21	19	335	19	0	45	109	76	785	1741	12	136	106	0	31	0	104	0	60	29	0	0	0	0	0	95	0	0	13	0	19	170	0	200	29	255	39	0	37	103	15	98	0	0	37	443	266	0	30	33	220	86	26
