sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
222,SRR8482144,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286972_SRR8482144_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286972_SRR8482144_2.fastq.gz,
223,SRR8482143,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286973_SRR8482143_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286973_SRR8482143_2.fastq.gz,
224,SRR8482142,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286974_SRR8482142_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286974_SRR8482142_2.fastq.gz,
225,SRR8482141,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286975_SRR8482141_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286975_SRR8482141_2.fastq.gz,
226,SRR8482140,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286976_SRR8482140_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286976_SRR8482140_2.fastq.gz,
227,SRR8482139,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286977_SRR8482139_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286977_SRR8482139_2.fastq.gz,
228,SRR8482138,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286978_SRR8482138_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286978_SRR8482138_2.fastq.gz,
229,SRR8482137,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286979_SRR8482137_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286979_SRR8482137_2.fastq.gz,
230,SRR8482136,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286980_SRR8482136_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286980_SRR8482136_2.fastq.gz,
231,SRR8482135,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286981_SRR8482135_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286981_SRR8482135_2.fastq.gz,
